Day of month,Date,Vent Temperature,Ambient Temperature,Difference in Temperature,Vent Open/Closed,Power(W),Energy(kWh),Total Energy(kWh)
27,"Mar 27, 2017 13:44:10",8.312,1.0,7.312,False,0,0,0
27,"Mar 27, 2017 13:45:10",8.312,1.0,7.312,False,0,0,0
27,"Mar 27, 2017 13:46:10",8.25,0.937,7.313,False,0,0,0
27,"Mar 27, 2017 13:47:10",8.25,0.937,7.313,False,0,0,0
27,"Mar 27, 2017 13:48:10",8.25,1.0,7.25,False,0,0,0
27,"Mar 27, 2017 13:49:10",8.25,1.0,7.25,False,0,0,0
27,"Mar 27, 2017 13:50:10",8.312,1.0,7.312,False,0,0,0
27,"Mar 27, 2017 13:51:10",8.312,1.062,7.25,False,0,0,0
27,"Mar 27, 2017 13:52:10",8.25,1.062,7.188,False,0,0,0
27,"Mar 27, 2017 13:53:10",8.312,0.937,7.375,False,0,0,0
27,"Mar 27, 2017 13:54:10",8.25,0.937,7.313,False,0,0,0
27,"Mar 27, 2017 13:55:10",8.187,0.875,7.312,False,0,0,0
27,"Mar 27, 2017 13:56:10",8.187,0.937,7.25,False,0,0,0
27,"Mar 27, 2017 13:57:10",8.125,0.937,7.188,False,0,0,0
27,"Mar 27, 2017 13:58:10",8.062,1.0,7.062,False,0,0,0
27,"Mar 27, 2017 13:59:11",8.0,1.0,7.0,False,0,0,0
27,"Mar 27, 2017 14:00:11",7.937,0.937,7.0,False,0,0,0
27,"Mar 27, 2017 14:01:11",7.875,0.937,6.938,False,0,0,0
27,"Mar 27, 2017 14:02:11",7.875,0.937,6.938,False,0,0,0
27,"Mar 27, 2017 14:03:11",7.812,0.875,6.937,False,0,0,0
27,"Mar 27, 2017 14:04:11",7.75,0.875,6.875,False,0,0,0
27,"Mar 27, 2017 14:05:11",7.75,0.875,6.875,False,0,0,0
27,"Mar 27, 2017 14:06:11",7.687,0.875,6.812,False,0,0,0
27,"Mar 27, 2017 14:07:11",7.625,0.875,6.75,False,0,0,0
