Day of month,Date,Vent Temperature,Ambient Temperature,Difference in Temperature,Vent Open/Closed,Power(W),Energy(kWh),Total Energy(kWh)
3,"Apr 3, 2017 10:54:12",23.0,23.062,0.062,False,0,0,0,Program has started
3,"Apr 3, 2017 10:54:23",23.0,23.062,0.062,False,0,0,0
3,"Apr 3, 2017 10:54:33",23.0,23.125,0.125,False,0,0,0
3,"Apr 3, 2017 10:54:43",23.0,23.062,0.062,False,0,0,0
3,"Apr 3, 2017 10:54:53",23.0,23.062,0.062,False,0,0,0
3,"Apr 3, 2017 10:55:03",23.0,23.062,0.062,False,0,0,0
3,"Apr 3, 2017 10:55:13",23.0,23.125,0.125,False,0,0,0
3,"Apr 3, 2017 10:55:20",22.937,23.062,0.125,False,0,0,0
3,"Apr 3, 2017 11:00:15",22.562,22.75,0.188,False,0,0,0,Program has started
3,"Apr 3, 2017 11:00:29",22.562,22.687,0.125,False,0,0,0,Program has started
3,"Apr 3, 2017 11:00:36",22.5,22.75,0.25,False,0,0,0
3,"Apr 3, 2017 11:00:46",22.5,22.687,0.187,False,0,0,0
3,"Apr 3, 2017 11:00:56",22.5,22.687,0.187,False,0,0,0
3,"Apr 3, 2017 11:01:49",22.5,22.687,0.187,False,0,0,0,Program has started
3,"Apr 3, 2017 11:01:59",22.5,22.687,0.187,False,0,0,0
3,"Apr 3, 2017 11:02:28",22.437,22.625,0.188,False,0,0,0,Program has started
3,"Apr 3, 2017 11:02:38",22.437,22.625,0.188,False,0,0,0
3,"Apr 3, 2017 11:02:48",22.437,22.625,0.188,False,0,0,0
3,"Apr 3, 2017 11:02:58",22.437,22.625,0.188,False,0,0,0
3,"Apr 3, 2017 11:03:08",22.437,22.625,0.188,False,0,0,0
3,"Apr 3, 2017 11:03:19",22.437,22.562,0.125,False,0,0,0
3,"Apr 3, 2017 11:03:28",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:03:38",22.375,22.562,0.187,False,0,0,0
3,"Apr 3, 2017 11:03:49",22.375,22.562,0.187,False,0,0,0
3,"Apr 3, 2017 11:03:59",22.375,22.562,0.187,False,0,0,0
3,"Apr 3, 2017 11:04:09",22.375,22.562,0.187,False,0,0,0
3,"Apr 3, 2017 11:04:19",22.375,22.562,0.187,False,0,0,0
3,"Apr 3, 2017 11:04:29",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:04:39",22.375,22.562,0.187,False,0,0,0
3,"Apr 3, 2017 11:04:49",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:04:59",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:05:11",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:05:19",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:05:29",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:05:40",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:05:49",22.375,22.562,0.187,False,0,0,0
3,"Apr 3, 2017 11:05:59",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:06:10",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:06:20",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:06:30",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:06:40",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:06:50",22.375,22.625,0.25,False,0,0,0
3,"Apr 3, 2017 11:07:00",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:07:10",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:07:20",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:07:30",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:08:00",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:08:30",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:09:00",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:09:31",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:10:00",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:10:30",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:11:07",22.375,22.687,0.312,False,0,0,0,Program has started
3,"Apr 3, 2017 11:11:17",22.375,22.687,0.312,False,0,0,0
3,"Apr 3, 2017 11:11:30",22.375,22.75,0.375,False,0,0,0
3,"Apr 3, 2017 11:11:36",22.375,22.75,0.375,False,0,0,0,Program has started
3,"Apr 3, 2017 11:12:46",22.375,22.812,0.437,False,0,0,0,Program has started
3,"Apr 3, 2017 11:12:56",22.375,22.812,0.437,False,0,0,0
3,"Apr 3, 2017 11:13:39",22.375,22.875,0.5,False,0,0,0,Program has started
3,"Apr 3, 2017 11:16:40",22.437,22.875,0.438,False,0,0,0,Program has started
3,"Apr 3, 2017 11:18:37",22.437,22.875,0.438,False,0,0,0,Program has started
3,"Apr 3, 2017 11:24:35",22.562,23.25,0.688,False,0,0,0,Program has started
3,"Apr 3, 2017 11:24:45",22.562,23.25,0.688,False,0,0,0
3,"Apr 3, 2017 11:24:56",22.562,23.187,0.625,False,0,0,0
3,"Apr 3, 2017 11:25:06",22.562,23.25,0.688,False,0,0,0
3,"Apr 3, 2017 11:25:11",22.562,23.25,0.688,False,0,0,0,Program has started
3,"Apr 3, 2017 11:25:21",22.562,23.25,0.688,False,0,0,0
3,"Apr 3, 2017 11:25:31",22.562,23.187,0.625,False,0,0,0
3,"Apr 3, 2017 11:25:41",22.562,23.187,0.625,False,0,0,0
3,"Apr 3, 2017 11:25:51",22.562,23.25,0.688,False,0,0,0
3,"Apr 3, 2017 11:26:02",22.625,23.437,0.812,False,0,0,0
3,"Apr 3, 2017 11:26:11",22.625,23.437,0.812,False,0,0,0
